,date,pollster,n,Bulstrode,Casaubon,Chettam,Lydgate,Others,Vincy
123,2023-10-26,Pulse Analytics,2002,0.24750631573151793,0.44480772799125434,0.3178656938159216,0.09498596221897132,0.46661200429565103,
124,2023-10-25,Verity Insights,1499,0.20461411762282905,0.13259318238795115,0.06070959660739644,0.40932852820367005,0.42302543361472633,0.20941600958397655
125,2023-10-24,Bardi University,706,0.3101693813113588,0.24905786673782815,0.2970361499568962,0.1973877797726979,0.12532637100624128,
126,2023-10-23,Mandate Metrics,1894,0.14642160755383826,0.22087875683033387,0.35190847204244946,0.2969482809138042,0.2231559541839106,0.22601601394635856
127,2023-10-23,DemocracyMeter,724,0.290810757873593,0.4452662057768583,0.4272926519381393,0.35136144134173963,0.14956735897899504,
128,2023-10-22,Civic Pulse,2769,0.011594861612250651,0.3922691912216451,0.13256068624420503,0.41517940488704796,0.2553402899102004,
129,2023-10-21,Policy Voice Polling,1404,0.1018213877822906,0.169264780859277,0.055111895737552374,0.11417545575994292,0.4981814552639127,0.00883915439488242
130,2023-10-18,Verity Insights,1488,0.01806177262213754,0.4690374656026538,0.1220554125012503,0.07111168487687575,0.2214243241575647,
131,2023-10-18,Capitol Opinion Research,1048,0.29457974402748616,0.18020041715419632,0.08388142042016439,0.00611046838529361,0.19635314922600144,0.2758503113493483
132,2023-10-18,Bardi University,709,0.20889784063528533,0.21023205202182366,0.4261918986902235,0.014536250052763877,0.1640526279110785,
133,2023-10-16,DemocracyMeter,724,0.0867238771676363,0.06446507976180621,0.25198031426595013,0.023163560706016884,0.14639778735575598,
134,2023-10-14,Policy Voice Polling,1427,0.2761080878622712,0.29284874926493454,0.3371314864179233,0.2509453433756631,0.353549356918512,
135,2023-10-13,Mawmsey Reports,3154,0.08999609742694503,0.4213152056586549,0.03430341842415319,0.43327055886752364,0.35704964768158204,
136,2023-10-12,Pulse Analytics,2033,0.3604046521202711,0.19992262100178515,0.10800419425118402,0.419308381222892,0.49240192860504123,
137,2023-10-12,Bardi University,683,0.1725599146608024,0.3520392902994602,,0.3760220230367665,0.0936229429105861,
138,2023-10-11,Verity Insights,1576,0.38461103591086576,0.3368723058284046,0.46969869565487987,0.38753912523270634,0.274115181990486,
